Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,Year,Month,Day
Albury,18.5,35.3,0.0,ENE,48.0,SE,S,11.0,11.0,56.0,28.0,1013.4,1010.7,24.9,33.5,No,No,-36.0736,146.9135,2012,1,21
Albury,20.9,33.0,0.0,NNE,33.0,SE,S,15.0,11.0,49.0,29.0,1019.9,1017.6,24.5,31.4,No,No,-36.0736,146.9135,2012,1,22
Albury,14.0,32.1,0.0,N,33.0,SE,SE,13.0,7.0,44.0,23.0,1020.9,1016.5,22.2,30.6,No,No,-36.0736,146.9135,2012,1,23
Albury,16.3,32.8,0.0,N,26.0,SSE,WSW,11.0,7.0,55.0,30.0,1017.4,1012.9,21.1,31.1,No,No,-36.0736,146.9135,2012,1,24
Albury,17.8,35.5,0.0,ENE,31.0,SSE,ESE,6.0,11.0,52.0,18.0,1013.2,1009.2,24.6,34.5,No,No,-36.0736,146.9135,2012,1,25
Albury,17.5,36.4,0.0,E,28.0,SE,WSW,9.0,7.0,38.0,24.0,1013.6,1010.0,24.4,34.9,No,No,-36.0736,146.9135,2012,1,26
Albury,19.9,35.4,0.0,NNE,39.0,SE,E,17.0,9.0,50.0,29.0,1015.6,1011.3,24.7,33.6,No,No,-36.0736,146.9135,2012,1,27
Albury,19.9,34.5,0.0,NE,31.0,SSE,S,6.0,6.0,56.0,29.0,1014.1,1008.7,24.9,32.4,No,No,-36.0736,146.9135,2012,1,28
Albury,20.0,36.0,0.0,ENE,43.0,NE,ENE,19.0,19.0,49.0,28.0,1008.7,1002.4,26.4,33.8,No,Yes,-36.0736,146.9135,2012,1,29
Albury,20.8,29.1,26.8,WNW,48.0,NNW,NNW,24.0,28.0,92.0,69.0,995.3,995.4,22.6,27.0,Yes,Yes,-36.0736,146.9135,2012,1,30
Albury,15.1,27.9,9.0,SE,43.0,WSW,W,17.0,19.0,61.0,33.0,1007.7,1008.2,19.1,26.2,Yes,No,-36.0736,146.9135,2012,1,31
Albury,14.9,28.5,0.0,SE,35.0,SE,S,19.0,11.0,52.0,38.0,1013.9,1010.3,18.8,26.7,No,No,-36.0736,146.9135,2012,2,1
Albury,15.2,29.4,0.0,NNE,52.0,SE,NNE,22.0,7.0,55.0,32.0,1011.2,1006.8,20.1,28.5,No,No,-36.0736,146.9135,2012,2,2
Albury,17.0,29.8,0.0,SSW,31.0,SSE,WSW,15.0,20.0,69.0,39.0,1006.9,1003.3,20.6,27.4,No,No,-36.0736,146.9135,2012,2,3
Albury,15.5,32.5,0.0,WNW,28.0,SSE,SW,6.0,15.0,63.0,32.0,1005.3,1002.0,21.2,30.7,No,No,-36.0736,146.9135,2012,2,4
Albury,16.0,33.5,0.0,NNW,87.0,SE,N,7.0,24.0,61.0,29.0,1000.9,995.7,22.2,32.9,No,Yes,-36.0736,146.9135,2012,2,5
Albury,11.1,25.6,1.4,W,31.0,W,WNW,17.0,15.0,58.0,29.0,1005.5,1004.6,16.9,23.2,Yes,No,-36.0736,146.9135,2012,2,6
Albury,10.9,28.1,0.0,W,35.0,SSE,SE,9.0,11.0,63.0,29.0,1008.5,1006.5,16.9,25.9,No,No,-36.0736,146.9135,2012,2,7
Albury,12.0,28.9,0.0,NNW,28.0,NE,N,9.0,15.0,61.0,25.0,1011.2,1009.3,17.8,26.6,No,No,-36.0736,146.9135,2012,2,8
Albury,14.8,24.6,0.0,ENE,26.0,S,ESE,6.0,11.0,61.0,57.0,1012.2,1010.0,19.6,22.8,No,Yes,-36.0736,146.9135,2012,2,9
Albury,13.8,27.4,3.6,W,43.0,ESE,WNW,9.0,30.0,78.0,43.0,1010.8,1008.1,18.7,22.9,Yes,No,-36.0736,146.9135,2012,2,10
Albury,11.5,27.8,0.0,S,35.0,SSE,WNW,9.0,11.0,69.0,42.0,1011.7,1009.2,16.6,25.1,No,Yes,-36.0736,146.9135,2012,2,11
Albury,12.0,29.4,3.2,W,35.0,E,ENE,7.0,7.0,68.0,36.0,1014.6,1012.2,18.0,27.2,Yes,No,-36.0736,146.9135,2012,2,12
Albury,13.5,29.7,0.0,SE,24.0,SE,S,11.0,11.0,61.0,30.0,1016.8,1014.5,19.6,28.1,No,No,-36.0736,146.9135,2012,2,13
Albury,14.7,31.4,0.0,NE,26.0,SSE,SE,15.0,11.0,60.0,34.0,1019.4,1016.4,21.1,30.0,No,No,-36.0736,146.9135,2012,2,14
Albury,15.0,31.9,0.0,ENE,28.0,SE,N,7.0,6.0,65.0,31.0,1019.4,1015.6,20.8,30.9,No,No,-36.0736,146.9135,2012,2,15
Albury,16.9,28.3,0.4,SE,30.0,ENE,SSE,7.0,13.0,83.0,63.0,1018.0,1017.2,18.4,23.6,No,No,-36.0736,146.9135,2012,2,16
Albury,17.6,31.3,0.0,NNW,31.0,SSW,SE,6.0,17.0,75.0,49.0,1015.7,1012.2,21.0,28.9,No,No,-36.0736,146.9135,2012,2,17
Albury,15.9,31.2,0.0,ESE,28.0,ENE,S,6.0,6.0,68.0,40.0,1016.2,1013.9,22.0,29.6,No,No,-36.0736,146.9135,2012,2,18
Albury,19.6,28.0,0.0,NE,26.0,ESE,SSE,11.0,15.0,62.0,54.0,1015.4,1013.3,23.3,26.5,No,No,-36.0736,146.9135,2012,2,19
Albury,16.1,21.4,0.0,SE,39.0,SSE,WSW,4.0,13.0,82.0,86.0,1013.2,1013.3,19.0,20.5,No,Yes,-36.0736,146.9135,2012,2,20
Albury,13.5,28.9,1.4,S,31.0,SE,NNW,11.0,7.0,72.0,36.0,1012.6,1010.6,19.3,27.7,Yes,No,-36.0736,146.9135,2012,2,21
Albury,14.5,30.5,0.0,NE,44.0,SSE,W,11.0,7.0,65.0,37.0,1015.0,1012.7,19.5,28.4,No,No,-36.0736,146.9135,2012,2,22
Albury,13.7,32.4,0.0,WNW,31.0,SSE,SW,0.0,17.0,73.0,29.0,1019.5,1017.6,18.4,30.5,No,No,-36.0736,146.9135,2012,2,23
Albury,14.2,34.5,0.0,SE,28.0,SSE,ENE,0.0,11.0,65.0,27.0,1022.2,1019.3,19.8,32.9,No,No,-36.0736,146.9135,2012,2,24
Albury,15.2,36.1,0.0,N,31.0,SSE,NNE,0.0,11.0,65.0,15.0,1021.4,1017.4,21.5,34.7,No,Yes,-36.0736,146.9135,2012,2,25
Albury,17.6,25.5,1.4,NE,37.0,SE,S,6.0,7.0,91.0,100.0,1018.3,1014.9,18.6,22.0,Yes,Yes,-36.0736,146.9135,2012,2,26
Albury,18.5,28.0,10.6,NNE,31.0,NNE,NE,13.0,11.0,88.0,67.0,1015.7,1013.2,21.9,26.9,Yes,Yes,-36.0736,146.9135,2012,2,27
Albury,18.8,26.6,38.4,NNE,48.0,NNE,SSW,4.0,2.0,100.0,64.0,1012.0,1010.3,19.5,26.1,Yes,No,-36.0736,146.9135,2012,2,28
Albury,19.5,24.8,0.6,SSE,24.0,SSE,SE,7.0,11.0,74.0,69.0,1013.0,1011.1,20.5,23.5,No,Yes,-36.0736,146.9135,2012,2,29
Albury,17.1,20.9,104.2,SE,57.0,N,SE,7.0,20.0,97.0,88.0,1002.0,1001.9,19.5,18.5,Yes,Yes,-36.0736,146.9135,2012,3,1
Albury,17.0,25.8,36.6,SE,48.0,SE,SE,13.0,24.0,60.0,46.0,1010.9,1011.3,19.1,25.2,Yes,No,-36.0736,146.9135,2012,3,2
Albury,18.8,19.6,0.0,NNE,52.0,SE,ESE,7.0,15.0,62.0,92.0,1014.2,1011.1,19.3,17.1,No,Yes,-36.0736,146.9135,2012,3,3
Albury,16.7,24.8,66.0,WSW,35.0,WNW,WNW,9.0,20.0,100.0,65.0,1009.3,1010.4,19.1,23.1,Yes,No,-36.0736,146.9135,2012,3,4
Albury,11.8,25.1,0.0,WNW,33.0,WNW,W,0.0,22.0,85.0,44.0,1015.7,1014.8,16.3,24.2,No,No,-36.0736,146.9135,2012,3,5
Albury,12.4,26.2,0.0,SE,43.0,WNW,ESE,0.0,9.0,79.0,50.0,1019.0,1017.3,16.7,24.8,No,No,-36.0736,146.9135,2012,3,6
Albury,15.8,23.2,0.0,SE,52.0,SE,SE,22.0,30.0,49.0,42.0,1023.2,1020.2,17.7,22.3,No,No,-36.0736,146.9135,2012,3,7
Albury,15.1,24.1,0.0,S,37.0,SW,SW,11.0,13.0,49.0,43.0,1015.8,1010.2,18.3,23.2,No,No,-36.0736,146.9135,2012,3,8
Albury,12.1,27.1,0.4,WSW,37.0,SW,WNW,0.0,24.0,76.0,46.0,1011.1,1009.6,16.7,26.1,No,No,-36.0736,146.9135,2012,3,9
Albury,10.8,25.9,0.0,W,28.0,SW,WNW,0.0,13.0,77.0,39.0,1014.3,1013.9,15.5,24.8,No,No,-36.0736,146.9135,2012,3,10
Albury,10.0,25.8,0.0,WNW,30.0,ENE,NW,7.0,11.0,87.0,41.0,1018.2,1015.9,14.9,24.8,No,No,-36.0736,146.9135,2012,3,11
Albury,13.1,27.8,0.0,NW,24.0,S,WNW,6.0,11.0,82.0,46.0,1018.7,1016.9,16.7,26.0,No,No,-36.0736,146.9135,2012,3,12
Albury,13.7,29.9,0.0,NW,31.0,ESE,NNE,7.0,19.0,77.0,45.0,1019.2,1016.1,18.4,28.0,No,No,-36.0736,146.9135,2012,3,13
Albury,15.5,29.3,0.0,NNW,31.0,ESE,SE,0.0,13.0,77.0,61.0,1018.0,1014.8,19.6,24.5,No,Yes,-36.0736,146.9135,2012,3,14
Albury,17.2,30.0,9.6,NNE,41.0,ESE,NNE,2.0,24.0,79.0,44.0,1014.4,1010.8,20.8,28.5,Yes,Yes,-36.0736,146.9135,2012,3,15
Albury,19.2,20.4,19.2,SW,46.0,NNW,WNW,9.0,17.0,93.0,93.0,1010.5,1012.3,19.8,16.9,Yes,Yes,-36.0736,146.9135,2012,3,16
Albury,12.6,24.4,17.4,WNW,30.0,SSW,W,6.0,11.0,98.0,50.0,1016.0,1014.9,14.5,23.8,Yes,No,-36.0736,146.9135,2012,3,17
Albury,10.4,25.5,0.0,SSE,28.0,S,ESE,9.0,6.0,68.0,46.0,1022.9,1020.9,15.9,23.6,No,No,-36.0736,146.9135,2012,3,18
Albury,11.6,26.3,0.0,NNE,30.0,SE,SSE,7.0,9.0,78.0,41.0,1024.3,1020.5,16.0,24.8,No,No,-36.0736,146.9135,2012,3,19
Albury,12.4,28.4,0.0,NE,30.0,ESE,NNE,7.0,15.0,74.0,47.0,1018.6,1013.1,17.6,26.9,No,No,-36.0736,146.9135,2012,3,20
Albury,16.5,27.7,0.0,WNW,50.0,ENE,WNW,11.0,28.0,66.0,61.0,1007.9,1004.2,20.9,25.4,No,No,-36.0736,146.9135,2012,3,21
Albury,8.2,22.1,0.0,WNW,28.0,S,W,4.0,7.0,72.0,46.0,1008.7,1006.1,12.6,21.5,No,No,-36.0736,146.9135,2012,3,22
Albury,11.0,18.3,0.0,W,54.0,NW,W,15.0,31.0,83.0,47.0,1006.9,1006.9,12.5,16.7,No,No,-36.0736,146.9135,2012,3,23
Albury,8.9,19.7,0.4,WSW,37.0,W,W,17.0,22.0,79.0,54.0,1015.0,1015.4,11.1,17.5,No,No,-36.0736,146.9135,2012,3,24
Albury,6.2,21.0,0.0,SSW,24.0,SSE,WNW,2.0,13.0,85.0,46.0,1022.4,1020.5,10.2,19.8,No,No,-36.0736,146.9135,2012,3,25
Albury,7.7,23.0,0.0,NNW,24.0,S,NW,4.0,17.0,90.0,45.0,1023.0,1020.6,11.1,22.3,No,No,-36.0736,146.9135,2012,3,26
Albury,10.6,22.0,0.0,S,13.0,SSE,N,4.0,6.0,86.0,57.0,1022.7,1020.6,13.5,21.1,No,No,-36.0736,146.9135,2012,3,27
Albury,13.5,23.4,0.0,N,26.0,E,ESE,6.0,13.0,86.0,75.0,1021.1,1018.1,16.5,21.9,No,Yes,-36.0736,146.9135,2012,3,28
Albury,9.4,25.4,1.4,ESE,20.0,SSE,ESE,6.0,7.0,87.0,43.0,1020.6,1017.4,13.0,24.3,Yes,No,-36.0736,146.9135,2012,3,29
Albury,11.0,26.5,0.0,E,22.0,E,NNE,6.0,9.0,81.0,44.0,1019.2,1016.0,15.1,25.5,No,No,-36.0736,146.9135,2012,3,30
Albury,10.2,27.6,0.0,NE,28.0,E,NE,0.0,17.0,82.0,40.0,1019.1,1015.6,15.5,26.7,No,No,-36.0736,146.9135,2012,3,31
Albury,12.6,26.3,0.0,WSW,28.0,E,WNW,0.0,15.0,74.0,47.0,1017.8,1015.1,19.2,25.2,No,No,-36.0736,146.9135,2012,4,1
Albury,11.1,25.9,0.0,NNE,24.0,E,NNW,0.0,9.0,78.0,42.0,1017.6,1014.6,17.6,25.5,No,No,-36.0736,146.9135,2012,4,2
Albury,12.9,29.9,0.0,NNE,30.0,ESE,N,9.0,13.0,75.0,41.0,1015.6,1012.0,18.4,29.1,No,No,-36.0736,146.9135,2012,4,3
Albury,13.1,28.1,0.0,SE,17.0,ESE,SSE,4.0,4.0,78.0,52.0,1016.3,1013.9,19.4,27.2,No,No,-36.0736,146.9135,2012,4,4
Albury,12.7,28.5,0.0,ESE,19.0,E,SSW,2.0,7.0,78.0,51.0,1019.5,1016.4,19.6,27.8,No,No,-36.0736,146.9135,2012,4,5
Albury,14.5,28.6,0.0,WNW,57.0,ESE,NNE,7.0,17.0,81.0,51.0,1018.1,1013.2,20.1,28.0,No,No,-36.0736,146.9135,2012,4,6
Albury,10.1,20.4,0.0,W,43.0,SW,WNW,20.0,19.0,59.0,41.0,1020.8,1018.8,14.1,19.9,No,No,-36.0736,146.9135,2012,4,7
Albury,5.4,19.1,0.0,WSW,35.0,SW,W,0.0,22.0,83.0,45.0,1019.7,1016.0,12.0,18.2,No,No,-36.0736,146.9135,2012,4,8
Albury,5.0,18.6,0.0,W,56.0,W,WSW,11.0,30.0,81.0,58.0,1019.2,1018.2,12.0,14.6,No,No,-36.0736,146.9135,2012,4,9
Albury,1.0,17.5,0.0,WSW,22.0,SSE,WNW,6.0,9.0,68.0,37.0,1030.2,1028.9,8.9,16.9,No,No,-36.0736,146.9135,2012,4,10
Albury,3.0,20.1,0.0,SSW,20.0,WSW,ENE,4.0,6.0,68.0,34.0,1034.1,1031.0,10.0,19.0,No,No,-36.0736,146.9135,2012,4,11
Albury,4.3,21.7,0.0,WNW,22.0,SSE,WSW,4.0,13.0,79.0,35.0,1035.1,1031.1,11.3,21.0,No,No,-36.0736,146.9135,2012,4,12
Albury,4.8,22.7,0.0,S,15.0,SSE,S,0.0,7.0,78.0,33.0,1033.0,1028.1,13.1,21.9,No,No,-36.0736,146.9135,2012,4,13
Albury,6.7,19.8,0.0,SE,15.0,SSE,SE,0.0,9.0,82.0,63.0,1028.0,1023.9,11.8,19.6,No,No,-36.0736,146.9135,2012,4,14
Albury,9.4,25.4,0.0,ENE,17.0,S,NNE,4.0,7.0,81.0,38.0,1026.4,1022.3,15.2,25.1,No,No,-36.0736,146.9135,2012,4,15
Albury,8.2,26.2,0.0,SW,19.0,ENE,SSW,6.0,11.0,79.0,36.0,1025.6,1022.3,15.5,25.8,No,No,-36.0736,146.9135,2012,4,16
Albury,9.9,24.9,0.0,SSE,24.0,ENE,SSE,0.0,19.0,71.0,38.0,1025.8,1022.0,17.4,24.5,No,No,-36.0736,146.9135,2012,4,17
Albury,13.7,26.2,0.0,ESE,30.0,SSE,SSE,17.0,15.0,66.0,48.0,1022.1,1018.3,19.7,26.0,No,No,-36.0736,146.9135,2012,4,18
Albury,16.9,21.4,0.8,NE,24.0,ESE,E,2.0,17.0,80.0,76.0,1018.4,1015.8,18.3,20.5,No,Yes,-36.0736,146.9135,2012,4,19
Albury,14.6,22.7,34.2,SW,19.0,SSE,E,7.0,2.0,100.0,62.0,1017.3,1014.7,15.7,21.9,Yes,No,-36.0736,146.9135,2012,4,20
Albury,11.2,25.4,0.0,NNE,43.0,SE,SE,7.0,6.0,86.0,50.0,1016.5,1012.1,17.0,25.3,No,Yes,-36.0736,146.9135,2012,4,21
Albury,14.0,23.0,1.4,NE,43.0,NNE,NNE,7.0,20.0,95.0,57.0,1012.7,1008.7,16.4,21.8,Yes,Yes,-36.0736,146.9135,2012,4,22
Albury,12.2,22.5,8.2,WSW,39.0,NNE,NNW,0.0,19.0,95.0,42.0,1011.0,1008.6,16.9,22.4,Yes,No,-36.0736,146.9135,2012,4,23
Albury,10.0,14.2,0.8,WNW,35.0,W,W,17.0,15.0,84.0,79.0,1014.2,1013.5,10.3,11.2,No,No,-36.0736,146.9135,2012,4,24
Albury,7.3,17.0,1.0,WNW,39.0,W,W,26.0,22.0,81.0,63.0,1015.1,1013.6,9.8,16.8,No,No,-36.0736,146.9135,2012,4,25
Albury,5.0,17.0,0.0,NW,19.0,WSW,NW,6.0,11.0,95.0,63.0,1021.9,1019.4,9.5,16.7,No,No,-36.0736,146.9135,2012,4,26
Albury,5.5,19.6,0.0,W,19.0,WNW,WNW,4.0,7.0,100.0,58.0,1023.0,1021.2,9.4,19.2,No,No,-36.0736,146.9135,2012,4,27
Albury,5.4,19.6,0.0,W,26.0,WNW,WNW,0.0,17.0,100.0,56.0,1022.9,1019.2,10.3,19.2,No,No,-36.0736,146.9135,2012,4,28
Albury,4.6,18.4,0.0,SSE,26.0,ENE,SSE,4.0,11.0,97.0,47.0,1023.3,1020.7,10.2,17.8,No,No,-36.0736,146.9135,2012,4,29
Albury,4.4,19.9,0.0,ENE,30.0,SE,NE,6.0,11.0,79.0,50.0,1026.2,1022.8,10.4,19.4,No,No,-36.0736,146.9135,2012,4,30
Albury,6.8,20.7,0.0,E,24.0,SE,E,0.0,15.0,93.0,56.0,1025.5,1021.3,11.3,19.8,No,No,-36.0736,146.9135,2012,5,1
Albury,7.6,16.3,0.0,W,30.0,NE,WNW,17.0,22.0,94.0,89.0,1021.7,1019.5,14.2,15.8,No,Yes,-36.0736,146.9135,2012,5,2
Albury,2.0,14.7,1.6,W,30.0,W,WNW,19.0,20.0,80.0,53.0,1022.9,1020.8,8.1,13.8,Yes,No,-36.0736,146.9135,2012,5,3
Albury,3.5,15.7,0.0,W,28.0,SSE,W,2.0,19.0,87.0,56.0,1023.3,1020.4,8.6,14.9,No,No,-36.0736,146.9135,2012,5,4
Albury,3.2,15.5,0.0,WNW,28.0,SSE,W,0.0,11.0,100.0,65.0,1021.1,1017.1,7.0,14.7,No,No,-36.0736,146.9135,2012,5,5
Albury,4.1,13.3,0.0,WSW,17.0,ENE,ENE,7.0,13.0,100.0,71.0,1018.6,1017.8,6.9,12.6,No,No,-36.0736,146.9135,2012,5,6
Albury,4.0,14.5,0.0,ESE,20.0,WSW,E,4.0,11.0,99.0,68.0,1021.1,1017.5,8.0,13.8,No,No,-36.0736,146.9135,2012,5,7
Albury,5.5,20.3,0.0,NE,28.0,WSW,NE,0.0,13.0,91.0,49.0,1019.6,1016.0,9.0,20.0,No,No,-36.0736,146.9135,2012,5,8
Albury,7.2,17.0,0.0,WSW,26.0,S,SE,4.0,7.0,92.0,72.0,1021.1,1019.0,11.7,16.3,No,No,-36.0736,146.9135,2012,5,9
Albury,7.5,21.4,0.4,S,13.0,S,S,0.0,7.0,100.0,56.0,1022.8,1019.5,12.5,21.0,No,No,-36.0736,146.9135,2012,5,10
Albury,6.2,19.5,0.0,W,33.0,S,WNW,0.0,19.0,93.0,64.0,1019.5,1016.7,10.9,17.3,No,No,-36.0736,146.9135,2012,5,11
Albury,1.0,14.7,0.0,W,35.0,E,SW,6.0,19.0,84.0,53.0,1020.2,1018.1,8.2,13.3,No,No,-36.0736,146.9135,2012,5,12
Albury,6.4,14.8,0.0,W,43.0,W,WSW,24.0,20.0,81.0,56.0,1015.9,1016.2,9.2,13.6,No,No,-36.0736,146.9135,2012,5,13
Albury,-0.4,15.5,0.0,ENE,17.0,NE,NNW,2.0,4.0,81.0,46.0,1025.2,1024.3,5.4,14.3,No,No,-36.0736,146.9135,2012,5,14
Albury,0.4,17.5,0.0,WSW,17.0,N,NW,2.0,6.0,84.0,52.0,1027.0,1024.1,7.5,17.2,No,No,-36.0736,146.9135,2012,5,15
Albury,3.2,17.0,0.0,E,17.0,N,ENE,0.0,9.0,94.0,58.0,1026.5,1023.7,7.6,16.4,No,No,-36.0736,146.9135,2012,5,16
Albury,2.3,16.7,0.0,ESE,13.0,N,ESE,0.0,7.0,100.0,51.0,1026.3,1022.7,5.7,15.5,No,No,-36.0736,146.9135,2012,5,17
Albury,2.3,15.3,0.0,NE,13.0,E,E,6.0,7.0,94.0,65.0,1025.9,1023.0,6.9,14.8,No,No,-36.0736,146.9135,2012,5,18
Albury,2.6,17.8,0.0,NE,17.0,E,SE,0.0,7.0,97.0,59.0,1025.3,1022.5,7.2,16.6,No,No,-36.0736,146.9135,2012,5,19
Albury,1.9,17.2,0.0,N,17.0,E,N,0.0,9.0,100.0,50.0,1027.1,1024.1,6.1,15.9,No,No,-36.0736,146.9135,2012,5,20
Albury,0.9,15.0,0.0,W,13.0,E,N,0.0,0.0,100.0,59.0,1026.2,1022.9,5.0,13.3,No,No,-36.0736,146.9135,2012,5,21
Albury,1.9,15.6,0.0,ENE,22.0,E,NNE,0.0,9.0,90.0,54.0,1025.3,1021.7,6.8,15.2,No,No,-36.0736,146.9135,2012,5,22
Albury,4.2,19.9,0.0,NNE,33.0,E,NNE,4.0,20.0,78.0,38.0,1022.3,1017.4,10.7,19.4,No,No,-36.0736,146.9135,2012,5,23
Albury,7.8,17.0,0.0,ENE,24.0,E,S,4.0,11.0,82.0,96.0,1017.5,1015.2,10.9,11.8,No,Yes,-36.0736,146.9135,2012,5,24
Albury,5.5,9.4,29.4,W,59.0,NNW,NNW,19.0,22.0,87.0,86.0,1011.4,1008.6,7.6,8.6,Yes,Yes,-36.0736,146.9135,2012,5,25
Albury,6.7,13.2,6.0,WNW,35.0,WNW,WNW,13.0,13.0,95.0,79.0,1016.1,1015.3,7.9,12.2,Yes,No,-36.0736,146.9135,2012,5,26
Albury,5.7,15.4,0.4,W,20.0,S,W,2.0,13.0,100.0,63.0,1023.5,1022.2,7.0,15.0,No,No,-36.0736,146.9135,2012,5,27
Albury,1.9,15.9,0.2,SE,17.0,S,WSW,4.0,11.0,97.0,57.0,1028.7,1027.1,6.1,15.2,No,No,-36.0736,146.9135,2012,5,28
Albury,1.7,17.4,0.0,W,15.0,S,W,0.0,9.0,92.0,56.0,1033.8,1031.9,7.3,16.4,No,No,-36.0736,146.9135,2012,5,29
Albury,2.1,18.2,0.0,SSW,11.0,S,W,4.0,0.0,100.0,57.0,1036.5,1032.5,5.8,16.3,No,No,-36.0736,146.9135,2012,5,30
Albury,1.1,16.1,0.0,E,13.0,NW,SE,6.0,4.0,100.0,63.0,1034.4,1030.9,5.7,15.6,No,No,-36.0736,146.9135,2012,5,31
Albury,3.5,16.3,0.0,ESE,11.0,SSE,E,4.0,2.0,100.0,56.0,1030.1,1025.9,7.9,15.8,No,No,-36.0736,146.9135,2012,6,1
Albury,2.2,14.6,0.0,NE,11.0,SSE,E,0.0,0.0,94.0,60.0,1023.9,1019.2,6.0,13.9,No,Yes,-36.0736,146.9135,2012,6,2
Albury,5.7,13.7,3.6,SSE,31.0,SE,SSE,9.0,9.0,84.0,72.0,1016.5,1012.6,9.7,13.4,Yes,No,-36.0736,146.9135,2012,6,3
Albury,4.8,14.5,0.0,W,35.0,WSW,W,9.0,19.0,100.0,86.0,1008.4,1005.1,6.3,10.8,No,Yes,-36.0736,146.9135,2012,6,4
Albury,6.2,16.0,6.0,SE,65.0,S,SE,20.0,28.0,63.0,52.0,1003.3,1008.5,14.3,14.8,Yes,No,-36.0736,146.9135,2012,6,5
Albury,-1.0,15.1,0.0,WNW,20.0,S,WSW,0.0,11.0,85.0,50.0,1020.9,1020.8,6.0,14.6,No,No,-36.0736,146.9135,2012,6,6
