<<<<<<< HEAD
Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,Year,Month,Day
Penrith,16.3,29.4,0.0,WGD_SE,35.0,WD9_S,WD15_ESE,17.0,7.0,82.0,47.0,1017.6,1015.2,21.2,29.4,No,No,-33.75,150.7,2008,12,23
Penrith,18.3,19.9,0.0,WGD_S,24.0,WD9_SSE,WD15_WSW,9.0,7.0,86.0,99.0,1017.6,1015.2,18.9,19.1,No,No,-33.75,150.7,2008,12,24
Penrith,17.6,27.8,0.6,WGD_NE,33.0,WD9_NNE,WD15_NNE,7.0,15.0,99.0,56.0,1017.6,1015.2,19.0,26.4,No,No,-33.75,150.7,2008,12,25
Penrith,19.0,34.7,0.0,WGD_E,37.0,WD9_NW,WD15_NE,6.0,22.0,81.0,35.0,1017.6,1015.2,23.0,32.7,No,No,-33.75,150.7,2008,12,26
Penrith,18.9,33.0,0.0,WGD_W,59.0,WD9_NW,WD15_NNE,4.0,28.0,93.0,48.0,1017.6,1015.2,23.7,30.2,No,Yes,-33.75,150.7,2008,12,27
Penrith,17.2,34.9,1.8,WGD_NE,35.0,WD9_E,WD15_NNE,7.0,13.0,79.0,34.0,1017.6,1015.2,23.1,33.2,Yes,No,-33.75,150.7,2008,12,28
Penrith,18.9,29.3,0.0,WGD_ESE,35.0,WD9_S,WD15_ESE,7.0,19.0,79.0,68.0,1017.6,1015.2,25.0,24.3,No,Yes,-33.75,150.7,2008,12,29
Penrith,17.5,32.9,1.4,WGD_WNW,57.0,WD9_NNW,WD15_W,11.0,28.0,99.0,21.0,1017.6,1015.2,19.9,31.6,Yes,No,-33.75,150.7,2008,12,30
Penrith,17.8,33.2,0.2,WGD_WNW,46.0,WD9_W,WD15_WNW,26.0,24.0,31.0,13.0,1017.6,1015.2,25.7,32.6,No,No,-33.75,150.7,2008,12,31
Sydney,19.5,22.4,15.6,WGD_nan,39.0,WD9_S,WD15_SSW,17.0,20.0,92.0,84.0,1017.6,1017.4,20.7,20.9,Yes,Yes,-33.8688,151.2093,2008,2,1
Sydney,19.5,25.6,6.0,WGD_nan,39.0,WD9_W,WD15_E,9.0,13.0,83.0,73.0,1017.9,1016.4,22.4,24.8,Yes,Yes,-33.8688,151.2093,2008,2,2
Sydney,21.6,24.5,6.6,WGD_nan,39.0,WD9_ESE,WD15_ESE,17.0,2.0,88.0,86.0,1016.7,1015.6,23.5,23.0,Yes,Yes,-33.8688,151.2093,2008,2,3
Sydney,20.2,22.8,18.8,WGD_nan,39.0,WD9_NNE,WD15_E,22.0,20.0,83.0,90.0,1014.2,1011.8,21.4,20.9,Yes,Yes,-33.8688,151.2093,2008,2,4
Sydney,19.7,25.7,77.4,WGD_nan,39.0,WD9_NNE,WD15_W,11.0,6.0,88.0,74.0,1008.3,1004.8,22.5,25.5,Yes,Yes,-33.8688,151.2093,2008,2,5
Sydney,20.2,27.2,1.6,WGD_nan,39.0,WD9_W,WD15_ENE,9.0,22.0,69.0,62.0,1002.7,998.6,23.8,26.0,Yes,Yes,-33.8688,151.2093,2008,2,6
Sydney,18.6,26.3,6.2,WGD_nan,39.0,WD9_W,WD15_S,15.0,15.0,75.0,80.0,999.0,1000.3,21.7,22.3,Yes,Yes,-33.8688,151.2093,2008,2,7
Sydney,17.2,22.3,27.6,WGD_nan,39.0,WD9_S,WD15_SE,7.0,15.0,77.0,61.0,1008.3,1007.4,18.9,21.1,Yes,Yes,-33.8688,151.2093,2008,2,8
Sydney,16.4,20.8,12.6,WGD_nan,39.0,WD9_SSW,WD15_W,19.0,9.0,92.0,91.0,1006.4,1007.6,17.1,16.5,Yes,Yes,-33.8688,151.2093,2008,2,9
Sydney,14.6,24.2,8.8,WGD_nan,39.0,WD9_W,WD15_SSE,11.0,20.0,80.0,53.0,1014.0,1013.4,17.2,23.3,Yes,No,-33.8688,151.2093,2008,2,10
Sydney,16.4,23.9,0.0,WGD_nan,39.0,WD9_WNW,WD15_E,9.0,26.0,78.0,53.0,1017.6,1015.3,18.9,23.7,No,No,-33.8688,151.2093,2008,2,11
Sydney,18.9,27.3,0.0,WGD_nan,39.0,WD9_N,WD15_NE,7.0,24.0,68.0,67.0,1010.7,1007.5,22.9,24.7,No,Yes,-33.8688,151.2093,2008,2,12
Sydney,18.4,22.8,14.4,WGD_nan,39.0,WD9_S,WD15_S,24.0,30.0,87.0,70.0,1009.2,1011.7,20.9,21.0,Yes,Yes,-33.8688,151.2093,2008,2,13
Sydney,16.9,24.3,3.0,WGD_nan,39.0,WD9_SSW,WD15_SSE,15.0,19.0,81.0,51.0,1017.2,1016.5,18.4,23.3,Yes,No,-33.8688,151.2093,2008,2,14
Sydney,18.3,24.4,0.0,WGD_nan,39.0,WD9_SW,WD15_SSE,19.0,22.0,80.0,56.0,1020.2,1018.9,19.5,23.8,No,No,-33.8688,151.2093,2008,2,15
Sydney,16.7,24.1,0.0,WGD_nan,39.0,WD9_WNW,WD15_SSE,11.0,26.0,77.0,52.0,1023.0,1022.6,19.8,23.3,No,No,-33.8688,151.2093,2008,2,16
Sydney,19.5,24.8,0.0,WGD_nan,39.0,WD9_SE,WD15_ESE,13.0,24.0,63.0,62.0,1024.7,1023.1,21.8,23.4,No,No,-33.8688,151.2093,2008,2,17
Sydney,18.6,25.3,0.0,WGD_nan,39.0,WD9_SSE,WD15_ENE,13.0,24.0,70.0,59.0,1021.7,1019.4,21.2,23.8,No,No,-33.8688,151.2093,2008,2,18
Sydney,19.0,24.8,0.0,WGD_nan,39.0,WD9_WNW,WD15_E,7.0,17.0,79.0,65.0,1018.0,1015.4,20.8,23.4,No,No,-33.8688,151.2093,2008,2,19
Sydney,18.3,26.4,0.0,WGD_nan,39.0,WD9_W,WD15_E,13.0,22.0,80.0,60.0,1013.4,1010.8,21.3,25.2,No,No,-33.8688,151.2093,2008,2,20
Sydney,20.6,26.8,0.0,WGD_nan,39.0,WD9_WNW,WD15_SE,4.0,15.0,86.0,62.0,1011.4,1009.7,22.1,24.9,No,No,-33.8688,151.2093,2008,2,21
Sydney,19.1,25.4,0.4,WGD_nan,39.0,WD9_WNW,WD15_E,11.0,28.0,77.0,66.0,1009.2,1003.1,22.3,24.9,No,No,-33.8688,151.2093,2008,2,22
Sydney,20.5,26.0,0.0,WGD_nan,39.0,WD9_WSW,WD15_ESE,20.0,24.0,38.0,45.0,1007.4,1007.0,22.5,24.0,No,No,-33.8688,151.2093,2008,2,23
Sydney,16.5,28.3,0.0,WGD_nan,39.0,WD9_WNW,WD15_ESE,11.0,24.0,48.0,40.0,1007.9,1008.0,21.2,26.1,No,No,-33.8688,151.2093,2008,2,24
Sydney,20.5,24.2,0.0,WGD_nan,39.0,WD9_E,WD15_E,15.0,20.0,58.0,54.0,1017.5,1016.9,21.6,23.5,No,No,-33.8688,151.2093,2008,2,25
Sydney,19.3,26.2,0.0,WGD_nan,39.0,WD9_WSW,WD15_E,2.0,28.0,73.0,65.0,1018.3,1015.6,23.0,25.8,No,Yes,-33.8688,151.2093,2008,2,26
Sydney,19.0,29.0,22.2,WGD_nan,39.0,WD9_nan,WD15_NNE,0.0,15.0,82.0,52.0,1014.1,1010.6,21.3,24.7,Yes,Yes,-33.8688,151.2093,2008,2,27
Sydney,17.9,21.4,4.2,WGD_nan,39.0,WD9_S,WD15_ESE,20.0,9.0,77.0,88.0,1010.0,1010.1,20.4,19.2,Yes,Yes,-33.8688,151.2093,2008,2,28
Sydney,14.7,20.6,33.0,WGD_nan,39.0,WD9_SW,WD15_S,24.0,28.0,65.0,51.0,1015.3,1015.6,17.1,19.9,Yes,No,-33.8688,151.2093,2008,2,29
Sydney,12.8,22.0,0.2,WGD_nan,39.0,WD9_W,WD15_SSE,19.0,31.0,55.0,46.0,1020.9,1020.6,15.9,21.2,No,Yes,-33.8688,151.2093,2008,3,1
Sydney,14.2,23.4,5.4,WGD_nan,39.0,WD9_W,WD15_SE,13.0,17.0,93.0,54.0,1026.2,1025.2,15.1,22.4,Yes,No,-33.8688,151.2093,2008,3,2
Sydney,15.0,23.1,0.2,WGD_nan,39.0,WD9_W,WD15_ENE,15.0,19.0,78.0,57.0,1025.8,1022.5,18.2,22.5,No,No,-33.8688,151.2093,2008,3,3
Sydney,15.5,25.4,0.0,WGD_nan,39.0,WD9_WNW,WD15_E,9.0,19.0,77.0,57.0,1020.5,1018.6,18.7,23.8,No,No,-33.8688,151.2093,2008,3,4
Sydney,18.7,25.8,0.0,WGD_nan,39.0,WD9_S,WD15_ESE,19.0,22.0,72.0,64.0,1024.8,1024.2,22.6,24.1,No,No,-33.8688,151.2093,2008,3,5
Sydney,19.6,26.0,0.0,WGD_nan,39.0,WD9_N,WD15_ENE,11.0,19.0,67.0,65.0,1024.2,1019.8,22.1,24.7,No,No,-33.8688,151.2093,2008,3,6
Sydney,19.9,24.9,0.0,WGD_nan,39.0,WD9_SSW,WD15_SSE,13.0,24.0,83.0,75.0,1021.3,1020.7,22.9,23.3,No,Yes,-33.8688,151.2093,2008,3,7
Sydney,16.5,24.8,17.4,WGD_nan,39.0,WD9_WNW,WD15_E,9.0,22.0,88.0,71.0,1023.4,1022.3,18.8,21.5,Yes,No,-33.8688,151.2093,2008,3,8
Sydney,16.4,24.3,0.0,WGD_nan,39.0,WD9_W,WD15_E,9.0,19.0,82.0,64.0,1025.5,1025.2,19.7,23.8,No,No,-33.8688,151.2093,2008,3,9
Sydney,19.3,26.3,0.0,WGD_nan,39.0,WD9_WNW,WD15_NE,9.0,24.0,76.0,50.0,1025.1,1022.5,22.9,25.5,No,No,-33.8688,151.2093,2008,3,10
Sydney,18.6,26.1,0.0,WGD_nan,39.0,WD9_ENE,WD15_E,2.0,20.0,72.0,58.0,1022.0,1021.4,21.9,26.0,No,No,-33.8688,151.2093,2008,3,11
Sydney,19.3,26.4,0.0,WGD_nan,39.0,WD9_W,WD15_NE,7.0,22.0,77.0,60.0,1021.9,1018.8,22.2,25.0,No,No,-33.8688,151.2093,2008,3,12
Sydney,19.2,26.1,0.0,WGD_nan,39.0,WD9_WNW,WD15_ESE,6.0,20.0,84.0,69.0,1019.7,1019.0,22.4,25.3,No,No,-33.8688,151.2093,2008,3,13
Sydney,18.8,26.0,0.0,WGD_nan,39.0,WD9_W,WD15_ENE,9.0,24.0,84.0,62.0,1022.8,1020.0,21.8,25.7,No,No,-33.8688,151.2093,2008,3,14
Sydney,19.3,26.1,0.0,WGD_nan,39.0,WD9_NW,WD15_ENE,2.0,20.0,80.0,64.0,1022.1,1020.9,22.5,25.6,No,No,-33.8688,151.2093,2008,3,15
Sydney,19.7,25.8,0.0,WGD_nan,39.0,WD9_W,WD15_E,7.0,24.0,81.0,69.0,1024.6,1022.6,22.8,24.7,No,No,-33.8688,151.2093,2008,3,16
