Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,Year,Month,Day
Albury,18.1,22.3,0.0,WGD_SW,33.0,WD9_WSW,WD15_W,7.0,15.0,57.0,80.0,1011.7,1013.5,20.1,16.8,No,Yes,-36.0736,146.9135,2013,1,13
Albury,8.9,27.1,3.2,WGD_SSE,39.0,WD9_ESE,WD15_SSE,17.0,22.0,46.0,29.0,1017.6,1015.5,16.1,25.0,Yes,No,-36.0736,146.9135,2013,1,14
Albury,11.2,31.4,0.0,WGD_WNW,30.0,WD9_NE,WD15_WSW,11.0,13.0,52.0,27.0,1018.1,1014.3,19.6,28.2,No,No,-36.0736,146.9135,2013,1,15
Albury,13.6,36.1,0.0,WGD_NW,35.0,WD9_S,WD15_SSW,6.0,9.0,51.0,12.0,1013.9,1010.3,21.8,34.2,No,No,-36.0736,146.9135,2013,1,16
Albury,15.5,39.9,0.0,WGD_W,35.0,WD9_SSE,WD15_S,6.0,9.0,46.0,11.0,1009.4,1005.0,24.6,37.7,No,No,-36.0736,146.9135,2013,1,17
Albury,18.9,43.1,0.0,WGD_W,65.0,WD9_ESE,WD15_W,7.0,30.0,38.0,12.0,999.9,998.5,27.0,40.6,No,No,-36.0736,146.9135,2013,1,18
Albury,18.1,32.2,0.8,WGD_W,28.0,WD9_SE,WD15_SW,11.0,13.0,51.0,30.0,1010.2,1009.5,23.0,29.8,No,No,-36.0736,146.9135,2013,1,19
Albury,16.4,34.6,0.0,WGD_ENE,22.0,WD9_S,WD15_S,13.0,11.0,51.0,32.0,1014.5,1010.5,23.3,32.9,No,No,-36.0736,146.9135,2013,1,20
Albury,19.2,36.8,0.0,WGD_N,50.0,WD9_NE,WD15_N,17.0,22.0,46.0,29.0,1012.1,1007.1,27.7,35.2,No,No,-36.0736,146.9135,2013,1,21
Albury,16.6,36.5,0.2,WGD_WSW,52.0,WD9_S,WD15_W,7.0,26.0,63.0,11.0,1009.1,1006.7,24.2,35.6,No,No,-36.0736,146.9135,2013,1,22
Albury,15.7,34.0,0.0,WGD_SE,30.0,WD9_SE,WD15_SSE,15.0,13.0,45.0,20.0,1013.4,1010.8,23.3,31.7,No,No,-36.0736,146.9135,2013,1,23
Albury,15.9,37.0,0.0,WGD_NNW,46.0,WD9_ESE,WD15_NE,9.0,15.0,56.0,23.0,1015.2,1010.4,24.1,35.0,No,No,-36.0736,146.9135,2013,1,24
Albury,21.2,35.2,0.0,WGD_NNE,43.0,WD9_NE,WD15_ENE,19.0,7.0,47.0,31.0,1009.7,1007.0,27.2,34.0,No,No,-36.0736,146.9135,2013,1,25
Albury,21.6,36.5,0.0,WGD_ENE,46.0,WD9_S,WD15_WNW,11.0,11.0,50.0,33.0,1009.9,1004.5,25.8,36.3,No,No,-36.0736,146.9135,2013,1,26
Albury,15.3,32.9,0.0,WGD_WNW,31.0,WD9_WSW,WD15_SW,15.0,15.0,60.0,20.0,1008.5,1005.3,18.4,31.8,No,No,-36.0736,146.9135,2013,1,27
Albury,18.4,34.7,0.0,WGD_ENE,54.0,WD9_SSE,WD15_WNW,7.0,9.0,61.0,36.0,1007.6,1003.9,23.1,32.3,No,No,-36.0736,146.9135,2013,1,28
Albury,20.4,32.1,0.0,WGD_W,50.0,WD9_SE,WD15_W,19.0,17.0,51.0,31.0,1005.5,1003.5,23.7,30.6,No,No,-36.0736,146.9135,2013,1,29
Albury,9.9,29.9,0.0,WGD_N,33.0,WD9_ENE,WD15_S,7.0,11.0,53.0,27.0,1013.5,1012.3,18.0,28.7,No,No,-36.0736,146.9135,2013,1,30
Albury,11.5,33.9,0.0,WGD_WNW,48.0,WD9_NE,WD15_N,6.0,24.0,45.0,13.0,1012.2,1006.1,19.5,32.6,No,No,-36.0736,146.9135,2013,1,31
Albury,16.9,26.6,0.4,WGD_SE,50.0,WD9_SE,WD15_SE,26.0,28.0,49.0,31.0,1016.3,1015.8,19.7,25.2,No,No,-36.0736,146.9135,2013,3,1
Albury,14.3,29.2,0.0,WGD_ESE,41.0,WD9_SE,WD15_SSE,17.0,24.0,46.0,28.0,1021.8,1019.0,18.9,27.4,No,No,-36.0736,146.9135,2013,3,2
Albury,12.0,31.8,0.0,WGD_ENE,37.0,WD9_ESE,WD15_NE,13.0,17.0,52.0,23.0,1021.7,1018.2,20.0,29.7,No,No,-36.0736,146.9135,2013,3,3
Albury,12.8,31.0,0.0,WGD_ENE,24.0,WD9_ENE,WD15_ESE,2.0,15.0,64.0,23.0,1021.5,1017.6,18.2,29.4,No,No,-36.0736,146.9135,2013,3,4
Albury,13.5,30.9,0.0,WGD_ENE,31.0,WD9_SE,WD15_NE,6.0,19.0,66.0,28.0,1021.0,1017.0,18.7,29.5,No,No,-36.0736,146.9135,2013,3,5
Albury,14.4,31.3,0.0,WGD_E,28.0,WD9_ESE,WD15_ESE,7.0,15.0,65.0,34.0,1019.8,1016.1,20.2,29.9,No,No,-36.0736,146.9135,2013,3,6
Albury,16.6,33.8,0.0,WGD_SSE,30.0,WD9_E,WD15_ESE,4.0,9.0,64.0,29.0,1018.5,1015.6,22.0,32.3,No,No,-36.0736,146.9135,2013,3,7
Albury,17.9,34.9,0.0,WGD_ESE,37.0,WD9_E,WD15_ENE,7.0,13.0,65.0,24.0,1020.0,1016.1,23.7,33.9,No,No,-36.0736,146.9135,2013,3,8
Albury,18.6,33.0,0.0,WGD_S,30.0,WD9_SSE,WD15_ENE,6.0,9.0,65.0,32.0,1019.8,1016.0,22.7,31.8,No,No,-36.0736,146.9135,2013,3,9
Albury,19.7,35.1,0.0,WGD_SE,24.0,WD9_S,WD15_WNW,4.0,7.0,65.0,24.0,1018.6,1015.5,22.5,34.5,No,No,-36.0736,146.9135,2013,3,10
Albury,20.1,35.7,0.0,WGD_N,26.0,WD9_ESE,WD15_SSE,4.0,13.0,56.0,32.0,1018.5,1015.5,24.2,33.5,No,No,-36.0736,146.9135,2013,3,11
Albury,19.4,33.7,0.0,WGD_NE,35.0,WD9_SSE,WD15_NNW,7.0,13.0,66.0,32.0,1019.2,1014.3,23.2,32.9,No,No,-36.0736,146.9135,2013,3,12
Albury,17.7,33.9,0.0,WGD_W,35.0,WD9_NNE,WD15_NW,22.0,17.0,47.0,28.0,1012.3,1007.3,24.3,32.5,No,No,-36.0736,146.9135,2013,3,13
Albury,15.5,30.7,0.0,WGD_NNW,31.0,WD9_WSW,WD15_W,7.0,17.0,63.0,26.0,1011.3,1009.6,18.4,28.6,No,No,-36.0736,146.9135,2013,3,14
Albury,13.8,31.7,0.0,WGD_ESE,22.0,WD9_SSE,WD15_SSE,9.0,11.0,64.0,31.0,1015.6,1013.0,19.1,29.2,No,No,-36.0736,146.9135,2013,3,15
Albury,12.0,27.5,0.0,WGD_SW,46.0,WD9_SE,WD15_W,4.0,26.0,60.0,36.0,1013.1,1011.5,18.0,24.1,No,No,-36.0736,146.9135,2013,3,16
Albury,11.1,23.0,0.2,WGD_W,35.0,WD9_SSW,WD15_WSW,13.0,15.0,39.0,26.0,1018.3,1018.1,14.8,21.7,No,No,-36.0736,146.9135,2013,3,17
Albury,7.1,24.1,0.0,WGD_SSE,33.0,WD9_SE,WD15_ESE,6.0,15.0,55.0,28.0,1022.0,1019.6,13.0,22.7,No,No,-36.0736,146.9135,2013,3,18
Albury,9.1,26.3,0.0,WGD_E,26.0,WD9_nan,WD15_SSE,0.0,9.0,63.0,25.0,1023.8,1020.9,14.7,24.6,No,No,-36.0736,146.9135,2013,3,19
Albury,9.9,28.6,0.0,WGD_WSW,46.0,WD9_SSE,WD15_ENE,2.0,20.0,59.0,33.0,1023.5,1018.0,15.3,27.0,No,Yes,-36.0736,146.9135,2013,3,20
Albury,14.9,20.2,2.6,WGD_N,67.0,WD9_NNE,WD15_NE,7.0,26.0,81.0,82.0,1015.7,1009.7,17.8,18.6,Yes,Yes,-36.0736,146.9135,2013,3,21
Albury,10.1,23.3,17.4,WGD_NNW,33.0,WD9_nan,WD15_NW,0.0,13.0,73.0,45.0,1014.6,1012.9,15.6,21.5,Yes,No,-36.0736,146.9135,2013,3,22
Albury,9.0,24.2,0.0,WGD_W,28.0,WD9_SSW,WD15_WNW,4.0,9.0,79.0,38.0,1018.5,1016.2,13.3,22.9,No,No,-36.0736,146.9135,2013,3,23
Albury,9.5,28.3,0.0,WGD_W,41.0,WD9_S,WD15_W,7.0,22.0,82.0,29.0,1016.9,1013.1,13.7,27.4,No,No,-36.0736,146.9135,2013,3,24
Albury,10.3,27.7,0.0,WGD_NW,31.0,WD9_nan,WD15_W,0.0,13.0,76.0,34.0,1019.0,1016.9,14.9,27.3,No,No,-36.0736,146.9135,2013,3,25
Albury,14.9,31.3,0.0,WGD_N,33.0,WD9_nan,WD15_NNW,0.0,13.0,70.0,29.0,1017.9,1014.1,18.3,30.4,No,No,-36.0736,146.9135,2013,3,26
Albury,13.8,35.1,0.0,WGD_WNW,61.0,WD9_SSE,WD15_NNE,2.0,22.0,69.0,27.0,1015.7,1011.0,18.4,34.1,No,Yes,-36.0736,146.9135,2013,3,27
Albury,18.3,22.2,10.4,WGD_NW,46.0,WD9_N,WD15_W,24.0,20.0,84.0,84.0,1013.1,1015.4,22.2,17.1,Yes,Yes,-36.0736,146.9135,2013,3,28
Albury,6.6,20.4,19.8,WGD_WSW,31.0,WD9_E,WD15_SW,7.0,13.0,68.0,38.0,1021.1,1018.5,11.2,18.7,Yes,No,-36.0736,146.9135,2013,3,29
Albury,7.0,21.5,0.2,WGD_WSW,28.0,WD9_S,WD15_WSW,7.0,13.0,92.0,53.0,1017.9,1014.2,10.9,19.1,No,No,-36.0736,146.9135,2013,3,30
Albury,10.9,23.0,0.0,WGD_WNW,30.0,WD9_NNW,WD15_WSW,7.0,15.0,72.0,60.0,1013.6,1013.4,15.9,20.1,No,No,-36.0736,146.9135,2013,3,31
Albury,8.4,22.9,0.0,WGD_WNW,30.0,WD9_ESE,WD15_W,6.0,19.0,86.0,42.0,1019.3,1016.9,11.8,21.3,No,No,-36.0736,146.9135,2013,4,1
Albury,8.5,23.8,0.0,WGD_WNW,30.0,WD9_SSE,WD15_WSW,6.0,17.0,83.0,49.0,1018.6,1016.5,12.1,22.4,No,No,-36.0736,146.9135,2013,4,2
Albury,8.6,22.5,0.0,WGD_SE,35.0,WD9_SSE,WD15_SE,15.0,15.0,61.0,40.0,1021.5,1020.6,14.2,21.6,No,No,-36.0736,146.9135,2013,4,3
Albury,8.9,24.3,0.0,WGD_SE,22.0,WD9_SSE,WD15_SSE,7.0,11.0,72.0,38.0,1028.2,1025.8,13.1,23.2,No,No,-36.0736,146.9135,2013,4,4
Albury,10.3,25.3,0.0,WGD_SE,19.0,WD9_nan,WD15_S,0.0,9.0,78.0,42.0,1030.1,1026.8,13.0,24.3,No,No,-36.0736,146.9135,2013,4,5
Albury,11.2,25.7,0.0,WGD_SSE,20.0,WD9_SSE,WD15_WNW,6.0,11.0,80.0,40.0,1027.7,1023.2,14.6,25.1,No,No,-36.0736,146.9135,2013,4,6
Albury,10.0,26.7,0.0,WGD_S,43.0,WD9_S,WD15_W,6.0,11.0,74.0,37.0,1025.0,1021.1,15.7,25.8,No,No,-36.0736,146.9135,2013,4,7
Albury,11.5,26.0,0.0,WGD_ESE,17.0,WD9_E,WD15_S,2.0,9.0,67.0,44.0,1026.0,1023.3,17.5,24.4,No,No,-36.0736,146.9135,2013,4,8
Albury,10.7,26.6,0.0,WGD_SW,19.0,WD9_SSW,WD15_S,4.0,11.0,72.0,39.0,1027.3,1022.8,16.7,25.3,No,No,-36.0736,146.9135,2013,4,9
Albury,10.3,27.1,0.0,WGD_WNW,24.0,WD9_E,WD15_SSW,6.0,6.0,72.0,38.0,1024.8,1020.6,16.8,26.0,No,No,-36.0736,146.9135,2013,4,10
Albury,10.3,27.6,0.0,WGD_WNW,24.0,WD9_SE,WD15_W,7.0,15.0,76.0,34.0,1023.9,1021.0,17.0,27.3,No,No,-36.0736,146.9135,2013,4,11
Albury,11.4,28.2,0.0,WGD_NNE,28.0,WD9_E,WD15_N,7.0,2.0,74.0,33.0,1025.2,1021.0,18.0,27.2,No,No,-36.0736,146.9135,2013,4,12
Albury,10.4,26.7,0.0,WGD_N,28.0,WD9_SE,WD15_NNW,7.0,15.0,75.0,32.0,1019.9,1013.9,17.3,26.2,No,No,-36.0736,146.9135,2013,4,13
Albury,14.4,24.8,0.0,WGD_SSE,17.0,WD9_SSE,WD15_SSE,7.0,9.0,80.0,53.0,1013.0,1009.1,17.4,23.3,No,No,-36.0736,146.9135,2013,4,14
Albury,14.5,23.6,0.8,WGD_W,30.0,WD9_ESE,WD15_W,2.0,19.0,77.0,47.0,1010.6,1009.0,18.9,22.8,No,No,-36.0736,146.9135,2013,4,15
Albury,8.3,23.8,0.0,WGD_SSE,22.0,WD9_E,WD15_SW,7.0,9.0,63.0,43.0,1015.2,1012.9,16.6,22.5,No,No,-36.0736,146.9135,2013,4,16
Albury,8.9,22.2,0.0,WGD_SW,17.0,WD9_NE,WD15_SE,2.0,7.0,69.0,49.0,1016.9,1013.8,15.6,21.1,No,No,-36.0736,146.9135,2013,4,17
Albury,8.6,23.9,0.0,WGD_WSW,39.0,WD9_SSE,WD15_W,6.0,22.0,73.0,37.0,1016.3,1014.0,14.8,22.8,No,No,-36.0736,146.9135,2013,4,18
Albury,5.1,17.8,0.0,WGD_SE,48.0,WD9_SSW,WD15_SE,11.0,22.0,50.0,41.0,1021.1,1020.0,12.4,16.9,No,No,-36.0736,146.9135,2013,4,19
Albury,2.6,20.3,0.0,WGD_SE,35.0,WD9_SSW,WD15_SE,2.0,17.0,55.0,38.0,1019.6,1016.7,14.6,19.6,No,No,-36.0736,146.9135,2013,4,20
Albury,4.0,21.1,0.0,WGD_N,46.0,WD9_ESE,WD15_N,6.0,9.0,70.0,35.0,1016.3,1010.7,10.6,20.2,No,Yes,-36.0736,146.9135,2013,4,21
Albury,10.6,14.6,7.0,WGD_WNW,26.0,WD9_NNW,WD15_W,11.0,11.0,90.0,79.0,1010.7,1010.3,11.7,14.2,Yes,Yes,-36.0736,146.9135,2013,4,22
Albury,10.9,20.0,1.6,WGD_WSW,30.0,WD9_NNW,WD15_WSW,7.0,20.0,85.0,47.0,1014.2,1014.2,13.5,18.2,Yes,No,-36.0736,146.9135,2013,4,23
Albury,6.0,16.9,0.0,WGD_WSW,30.0,WD9_S,WD15_WSW,2.0,13.0,89.0,48.0,1020.8,1019.4,9.9,15.5,No,No,-36.0736,146.9135,2013,4,24
Albury,5.7,20.5,0.0,WGD_WSW,31.0,WD9_E,WD15_W,2.0,15.0,83.0,48.0,1023.9,1021.4,10.2,19.3,No,No,-36.0736,146.9135,2013,4,25
Albury,6.0,21.4,0.0,WGD_W,26.0,WD9_nan,WD15_W,0.0,13.0,79.0,53.0,1024.8,1022.0,13.2,20.5,No,No,-36.0736,146.9135,2013,4,26
Albury,5.6,23.1,0.0,WGD_N,24.0,WD9_NNE,WD15_NNW,7.0,11.0,90.0,44.0,1023.0,1017.6,11.8,22.8,No,No,-36.0736,146.9135,2013,4,27
Albury,7.9,26.5,0.0,WGD_WNW,28.0,WD9_ENE,WD15_W,6.0,17.0,66.0,28.0,1017.8,1015.2,16.7,24.9,No,No,-36.0736,146.9135,2013,4,28
Albury,7.9,15.8,0.2,WGD_W,17.0,WD9_nan,WD15_NW,0.0,2.0,92.0,77.0,1024.2,1024.4,12.1,15.6,No,Yes,-36.0736,146.9135,2013,4,29
Albury,8.6,20.4,2.6,WGD_WSW,19.0,WD9_SSE,WD15_SW,6.0,9.0,77.0,62.0,1025.6,1021.9,13.0,19.3,Yes,No,-36.0736,146.9135,2013,4,30
Albury,9.3,17.9,0.2,WGD_WSW,33.0,WD9_S,WD15_WSW,6.0,19.0,83.0,50.0,1020.9,1019.3,11.9,17.5,No,No,-36.0736,146.9135,2013,5,1
Albury,2.5,18.6,0.0,WGD_SSE,24.0,WD9_SE,WD15_SE,9.0,9.0,74.0,38.0,1027.7,1025.4,8.6,16.9,No,No,-36.0736,146.9135,2013,5,2
Albury,1.7,20.6,0.0,WGD_NE,22.0,WD9_ENE,WD15_NNW,7.0,6.0,79.0,35.0,1027.4,1020.9,9.1,20.4,No,No,-36.0736,146.9135,2013,5,3
Albury,6.6,19.7,0.4,WGD_W,28.0,WD9_SSE,WD15_W,4.0,19.0,81.0,38.0,1021.9,1020.4,12.4,19.0,No,No,-36.0736,146.9135,2013,5,4
Albury,1.6,17.9,0.0,WGD_SSE,17.0,WD9_SSE,WD15_E,7.0,9.0,66.0,35.0,1025.8,1022.6,9.3,16.3,No,No,-36.0736,146.9135,2013,5,5
Albury,2.5,18.6,0.0,WGD_SE,22.0,WD9_E,WD15_SE,4.0,13.0,66.0,37.0,1027.2,1023.2,9.3,17.9,No,No,-36.0736,146.9135,2013,5,6
Albury,3.9,22.6,0.0,WGD_nan,39.0,WD9_nan,WD15_nan,0.0,19.0,72.0,52.0,1028.6,1015.2,9.8,21.1,No,No,-36.0736,146.9135,2013,5,7
Albury,7.7,21.9,0.0,WGD_nan,39.0,WD9_nan,WD15_ESE,0.0,7.0,77.0,48.0,1030.7,1027.0,11.7,21.6,No,No,-36.0736,146.9135,2013,5,8
Albury,4.7,22.3,0.0,WGD_nan,39.0,WD9_SE,WD15_SE,2.0,9.0,81.0,54.0,1031.7,1027.9,12.5,21.7,No,No,-36.0736,146.9135,2013,5,9
Albury,6.2,23.2,0.0,WGD_SE,13.0,WD9_nan,WD15_SSE,0.0,9.0,86.0,38.0,1031.8,1027.9,12.4,23.2,No,No,-36.0736,146.9135,2013,5,10
Albury,5.7,23.4,0.0,WGD_SE,24.0,WD9_nan,WD15_SSE,0.0,13.0,81.0,39.0,1030.5,1025.1,12.6,23.1,No,No,-36.0736,146.9135,2013,5,11
Albury,5.0,24.2,0.0,WGD_NNE,46.0,WD9_nan,WD15_NNE,0.0,15.0,82.0,38.0,1025.0,1019.2,11.4,22.7,No,Yes,-36.0736,146.9135,2013,5,12
Albury,11.3,15.7,9.8,WGD_W,41.0,WD9_N,WD15_W,15.0,22.0,96.0,65.0,1015.3,1013.6,14.0,15.0,Yes,Yes,-36.0736,146.9135,2013,5,13
Albury,1.9,11.6,4.6,WGD_N,22.0,WD9_nan,WD15_NNW,0.0,15.0,100.0,82.0,1015.8,1013.7,6.1,11.2,Yes,Yes,-36.0736,146.9135,2013,5,14
Albury,6.1,13.7,7.4,WGD_WNW,39.0,WD9_NE,WD15_NW,11.0,15.0,97.0,79.0,1012.2,1010.0,9.6,12.0,Yes,Yes,-36.0736,146.9135,2013,5,15
Albury,9.1,14.0,1.4,WGD_SW,50.0,WD9_NW,WD15_W,19.0,17.0,90.0,76.0,1010.7,1009.9,9.4,12.2,Yes,Yes,-36.0736,146.9135,2013,5,16
Albury,3.5,14.9,1.6,WGD_WNW,31.0,WD9_W,WD15_WNW,11.0,9.0,100.0,71.0,1015.9,1014.4,7.8,14.6,Yes,No,-36.0736,146.9135,2013,5,17
Albury,1.4,13.1,0.0,WGD_W,31.0,WD9_WSW,WD15_W,2.0,15.0,100.0,62.0,1018.0,1016.0,5.6,12.4,No,No,-36.0736,146.9135,2013,5,18
Albury,0.6,15.0,0.2,WGD_WNW,28.0,WD9_S,WD15_W,4.0,19.0,100.0,63.0,1020.4,1018.0,5.0,13.3,No,Yes,-36.0736,146.9135,2013,5,19
Albury,2.9,14.6,1.4,WGD_E,20.0,WD9_ENE,WD15_E,2.0,15.0,99.0,72.0,1020.3,1016.0,8.5,14.3,Yes,No,-36.0736,146.9135,2013,5,20
Albury,5.3,14.9,1.0,WGD_SSE,15.0,WD9_S,WD15_ESE,9.0,4.0,100.0,55.0,1018.1,1015.8,6.9,14.3,No,No,-36.0736,146.9135,2013,5,21
Albury,2.8,13.5,0.0,WGD_NNW,15.0,WD9_NNW,WD15_nan,4.0,0.0,98.0,79.0,1014.1,1011.7,6.1,10.8,No,No,-36.0736,146.9135,2013,5,22
Albury,5.4,17.2,0.0,WGD_SE,33.0,WD9_SSE,WD15_SSE,17.0,20.0,59.0,45.0,1016.9,1017.6,13.5,16.9,No,No,-36.0736,146.9135,2013,5,23
Albury,1.4,17.4,0.0,WGD_WNW,22.0,WD9_S,WD15_WNW,7.0,7.0,75.0,40.0,1024.2,1021.8,7.8,17.0,No,No,-36.0736,146.9135,2013,5,24
Albury,-0.2,16.3,0.0,WGD_W,22.0,WD9_nan,WD15_WNW,0.0,11.0,100.0,57.0,1026.6,1024.8,4.6,15.8,No,No,-36.0736,146.9135,2013,5,25
Albury,1.3,12.8,0.2,WGD_NNE,9.0,WD9_nan,WD15_S,0.0,6.0,100.0,81.0,1029.2,1026.0,5.5,12.4,No,No,-36.0736,146.9135,2013,5,26
Albury,1.1,16.6,0.0,WGD_SE,17.0,WD9_NNE,WD15_SE,7.0,9.0,100.0,53.0,1030.5,1028.2,5.3,15.7,No,No,-36.0736,146.9135,2013,5,27
Albury,2.7,18.0,0.2,WGD_SE,15.0,WD9_nan,WD15_SE,0.0,11.0,79.0,62.0,1031.6,1027.7,9.9,17.4,No,No,-36.0736,146.9135,2013,5,28
Albury,4.2,19.3,0.0,WGD_N,22.0,WD9_nan,WD15_SSE,0.0,7.0,100.0,57.0,1030.3,1026.1,7.8,19.0,No,No,-36.0736,146.9135,2013,5,29
Albury,7.8,15.2,0.6,WGD_ENE,26.0,WD9_SSE,WD15_ENE,11.0,9.0,98.0,91.0,1026.6,1024.9,11.2,14.4,No,Yes,-36.0736,146.9135,2013,5,30
Albury,11.2,17.6,16.0,WGD_NE,30.0,WD9_NE,WD15_NE,6.0,13.0,100.0,82.0,1026.2,1022.7,13.9,17.0,Yes,Yes,-36.0736,146.9135,2013,5,31
Albury,10.3,15.4,19.4,WGD_N,35.0,WD9_NNW,WD15_N,19.0,7.0,99.0,98.0,1015.9,1011.5,14.6,15.3,Yes,Yes,-36.0736,146.9135,2013,6,1
Albury,11.4,17.3,53.4,WGD_SSW,31.0,WD9_SSE,WD15_SSW,13.0,17.0,68.0,48.0,1013.4,1015.3,12.3,16.9,Yes,No,-36.0736,146.9135,2013,6,2
Albury,0.6,14.3,0.2,WGD_SW,22.0,WD9_nan,WD15_NW,0.0,11.0,84.0,70.0,1024.6,1023.0,5.6,13.0,No,No,-36.0736,146.9135,2013,6,3
Albury,1.9,14.5,0.0,WGD_S,11.0,WD9_ENE,WD15_SE,6.0,4.0,100.0,69.0,1027.8,1025.3,5.5,13.8,No,No,-36.0736,146.9135,2013,6,4
Albury,3.5,13.6,0.0,WGD_E,59.0,WD9_nan,WD15_ENE,13.0,13.0,100.0,71.0,1025.0,1022.2,8.1,13.2,No,No,-36.0736,146.9135,2013,6,5
Albury,5.8,15.0,0.4,WGD_N,22.0,WD9_SE,WD15_N,2.0,13.0,100.0,65.0,1021.9,1019.6,8.5,14.8,No,Yes,-36.0736,146.9135,2013,6,6
Albury,8.5,16.9,1.2,WGD_WNW,39.0,WD9_N,WD15_WNW,19.0,20.0,95.0,64.0,1020.1,1021.5,12.0,15.1,Yes,No,-36.0736,146.9135,2013,6,7
Albury,1.7,14.6,1.0,WGD_SE,13.0,WD9_E,WD15_NE,2.0,9.0,100.0,65.0,1031.3,1029.3,7.2,13.4,No,No,-36.0736,146.9135,2013,6,8
Albury,0.6,13.8,0.2,WGD_WNW,13.0,WD9_nan,WD15_ESE,0.0,7.0,100.0,71.0,1028.2,1024.6,5.3,13.2,No,No,-36.0736,146.9135,2013,6,9
Albury,3.1,13.8,0.0,WGD_NNW,13.0,WD9_nan,WD15_ESE,0.0,7.0,100.0,80.0,1021.1,1019.6,7.8,13.2,No,No,-36.0736,146.9135,2013,6,10
Albury,3.4,15.6,0.0,WGD_E,20.0,WD9_SSW,WD15_E,2.0,15.0,100.0,67.0,1022.1,1017.8,6.4,15.4,No,Yes,-36.0736,146.9135,2013,6,11
Albury,4.9,11.8,15.0,WGD_SE,28.0,WD9_SE,WD15_ESE,13.0,6.0,100.0,100.0,1011.4,1008.4,10.0,11.5,Yes,Yes,-36.0736,146.9135,2013,6,12
Albury,10.0,13.4,16.8,WGD_WNW,28.0,WD9_N,WD15_W,7.0,13.0,70.0,93.0,1007.1,1005.5,16.7,12.3,Yes,Yes,-36.0736,146.9135,2013,6,13
Albury,4.3,12.2,3.6,WGD_NW,11.0,WD9_nan,WD15_SE,0.0,6.0,100.0,90.0,1009.0,1009.4,7.2,12.0,Yes,No,-36.0736,146.9135,2013,6,14
Albury,1.2,15.4,0.2,WGD_WNW,17.0,WD9_NW,WD15_E,4.0,7.0,93.0,51.0,1016.8,1016.7,5.7,14.0,No,No,-36.0736,146.9135,2013,6,15
Albury,-0.2,14.3,0.0,WGD_WNW,17.0,WD9_nan,WD15_WNW,0.0,9.0,83.0,51.0,1018.7,1015.5,4.8,14.0,No,No,-36.0736,146.9135,2013,6,16
