Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Coordinates
2016-04-15,Albury,11.0,27.6,0.0,ESE,17.0,SE,ESE,7.0,9.0,73.0,38.0,1024.9,1019.7,15.7,26.1,No,No,"(-36.0736, 146.9135)"
2016-04-16,Albury,12.9,28.5,0.0,NE,31.0,SW,SW,7.0,7.0,68.0,31.0,1020.4,1016.5,17.4,27.1,No,No,"(-36.0736, 146.9135)"
2016-04-17,Albury,11.7,25.4,0.0,NE,30.0,SW,SE,0.0,15.0,68.0,39.0,1021.7,1017.9,17.1,25.1,No,Yes,"(-36.0736, 146.9135)"
2016-04-18,Albury,10.6,25.7,3.8,NNE,28.0,ESE,NE,9.0,11.0,72.0,36.0,1021.8,1017.9,16.5,24.8,Yes,No,"(-36.0736, 146.9135)"
2016-04-19,Albury,9.5,26.1,0.0,ENE,20.0,ESE,SSE,0.0,7.0,67.0,41.0,1022.3,1019.4,16.4,24.8,No,No,"(-36.0736, 146.9135)"
2016-04-20,Albury,8.8,27.0,0.0,SE,19.0,ESE,SE,0.0,7.0,68.0,29.0,1024.4,1020.8,15.7,26.1,No,No,"(-36.0736, 146.9135)"
2016-04-21,Albury,9.8,22.4,0.0,ESE,19.0,NE,SSE,4.0,9.0,61.0,55.0,1022.7,1019.6,17.4,22.0,No,Yes,"(-36.0736, 146.9135)"
2016-04-22,Albury,12.8,23.6,3.6,SE,31.0,SE,SE,7.0,13.0,97.0,46.0,1022.6,1019.9,16.5,23.0,Yes,No,"(-36.0736, 146.9135)"
2016-04-23,Albury,9.4,22.7,0.0,ESE,28.0,ESE,SE,20.0,13.0,49.0,24.0,1027.4,1024.9,14.5,22.0,No,No,"(-36.0736, 146.9135)"
2016-04-24,Albury,7.1,24.9,0.0,SE,20.0,ESE,W,0.0,7.0,63.0,28.0,1031.4,1028.1,13.1,23.9,No,No,"(-36.0736, 146.9135)"
2016-04-25,Albury,6.7,24.3,0.0,SE,15.0,ENE,SE,2.0,9.0,68.0,36.0,1032.4,1028.2,14.6,23.8,No,No,"(-36.0736, 146.9135)"
2016-04-26,Albury,6.1,25.4,0.0,E,17.0,ENE,S,0.0,9.0,66.0,31.0,1030.5,1025.7,14.2,24.4,No,No,"(-36.0736, 146.9135)"
2016-04-27,Albury,6.4,26.6,0.0,N,39.0,E,N,6.0,17.0,62.0,35.0,1026.6,1020.5,14.0,25.1,No,No,"(-36.0736, 146.9135)"
2016-04-28,Albury,11.7,28.5,0.0,N,28.0,E,NNW,0.0,13.0,70.0,32.0,1022.9,1018.9,15.7,27.4,No,No,"(-36.0736, 146.9135)"
2016-04-29,Albury,12.1,26.9,0.0,NW,59.0,SSE,ESE,2.0,7.0,68.0,92.0,1019.2,1017.5,17.3,17.6,No,Yes,"(-36.0736, 146.9135)"
2016-04-30,Albury,16.8,23.4,8.6,N,30.0,NNE,N,2.0,19.0,100.0,64.0,1018.1,1015.1,17.9,22.5,Yes,Yes,"(-36.0736, 146.9135)"
2016-05-01,Albury,13.2,20.0,4.0,N,63.0,WNW,W,30.0,28.0,74.0,46.0,1012.1,1013.0,16.7,17.7,Yes,No,"(-36.0736, 146.9135)"
2016-05-02,Albury,3.8,16.9,0.0,N,26.0,SE,NNW,7.0,15.0,88.0,44.0,1017.8,1014.4,9.7,16.1,No,No,"(-36.0736, 146.9135)"
2016-05-03,Albury,6.6,22.2,0.0,NNW,52.0,SE,WNW,6.0,35.0,66.0,32.0,1011.4,1006.0,13.5,21.4,No,Yes,"(-36.0736, 146.9135)"
2016-05-04,Albury,11.0,17.5,2.4,W,37.0,WNW,NNW,9.0,9.0,73.0,39.0,1017.2,1017.0,12.5,17.0,Yes,No,"(-36.0736, 146.9135)"
2016-05-05,Albury,10.5,20.3,0.0,SSW,19.0,SE,SE,7.0,9.0,73.0,45.0,1021.5,1017.6,12.7,19.6,No,No,"(-36.0736, 146.9135)"
2016-05-06,Albury,6.7,25.2,0.0,NNE,22.0,SE,NNW,0.0,9.0,73.0,38.0,1020.6,1016.7,13.5,24.7,No,No,"(-36.0736, 146.9135)"
2016-05-07,Albury,7.9,24.0,0.0,ESE,15.0,ENE,SSE,6.0,9.0,79.0,47.0,1021.1,1017.4,14.4,23.1,No,Yes,"(-36.0736, 146.9135)"
2016-05-08,Albury,13.9,18.2,13.2,NE,41.0,ENE,NNE,13.0,26.0,100.0,98.0,1014.6,1008.6,14.7,16.1,Yes,Yes,"(-36.0736, 146.9135)"
2016-05-09,Albury,14.7,18.3,46.0,WNW,54.0,NE,WNW,17.0,4.0,90.0,73.0,1003.4,1000.7,17.9,17.6,Yes,Yes,"(-36.0736, 146.9135)"
2016-05-10,Albury,13.4,17.3,13.4,NNW,54.0,NW,W,22.0,22.0,85.0,69.0,1005.2,1008.4,14.8,16.9,Yes,Yes,"(-36.0736, 146.9135)"
2016-05-11,Albury,9.3,15.8,2.2,WNW,43.0,WNW,WNW,13.0,24.0,82.0,63.0,1017.6,1015.4,11.0,14.5,Yes,Yes,"(-36.0736, 146.9135)"
2016-05-12,Albury,10.8,17.2,2.0,NNW,44.0,WNW,W,17.0,19.0,96.0,86.0,1016.3,1017.0,14.4,15.8,Yes,No,"(-36.0736, 146.9135)"
2016-05-13,Albury,13.6,20.2,0.2,W,24.0,NW,NW,15.0,6.0,82.0,58.0,1024.0,1022.8,15.9,18.8,No,No,"(-36.0736, 146.9135)"
2016-05-14,Albury,8.7,20.3,0.0,NE,48.0,NW,N,0.0,11.0,91.0,64.0,1025.5,1021.6,12.6,19.4,No,No,"(-36.0736, 146.9135)"
2016-05-15,Albury,9.5,22.1,0.0,NW,30.0,E,W,4.0,20.0,86.0,49.0,1017.7,1015.6,15.3,21.3,No,No,"(-36.0736, 146.9135)"
2016-05-16,Albury,6.3,20.4,0.0,NE,26.0,E,N,0.0,13.0,100.0,47.0,1021.5,1017.4,10.0,19.2,No,Yes,"(-36.0736, 146.9135)"
2016-05-17,Albury,9.1,18.3,4.8,WNW,33.0,WNW,WNW,15.0,7.0,78.0,53.0,1019.3,1018.5,14.2,18.1,Yes,No,"(-36.0736, 146.9135)"
2016-05-18,Albury,8.0,17.3,0.0,NW,24.0,E,W,4.0,11.0,80.0,57.0,1020.6,1018.0,12.6,16.3,No,No,"(-36.0736, 146.9135)"
2016-05-19,Albury,8.3,17.3,0.0,WNW,39.0,E,WNW,0.0,17.0,82.0,63.0,1019.7,1016.5,12.1,16.4,No,No,"(-36.0736, 146.9135)"
2016-05-20,Albury,12.1,18.5,0.0,W,35.0,W,W,9.0,15.0,79.0,47.0,1022.7,1021.9,15.1,17.9,No,No,"(-36.0736, 146.9135)"
2016-05-21,Albury,4.7,17.9,0.0,SE,13.0,W,ESE,0.0,7.0,91.0,64.0,1027.1,1022.9,9.4,16.6,No,No,"(-36.0736, 146.9135)"
2016-05-22,Albury,5.3,21.8,0.0,E,20.0,ENE,E,2.0,13.0,81.0,55.0,1023.7,1018.1,11.9,21.4,No,Yes,"(-36.0736, 146.9135)"
2016-05-23,Albury,10.4,15.8,3.0,WNW,59.0,W,WSW,28.0,26.0,75.0,55.0,1018.6,1018.5,13.5,14.9,Yes,No,"(-36.0736, 146.9135)"
2016-05-24,Albury,8.2,16.2,0.0,W,33.0,W,WSW,9.0,20.0,90.0,57.0,1021.5,1018.9,10.4,15.5,No,No,"(-36.0736, 146.9135)"
2016-05-25,Albury,2.5,14.8,0.0,NE,19.0,W,NE,0.0,11.0,99.0,72.0,1019.5,1014.8,7.0,13.7,No,Yes,"(-36.0736, 146.9135)"
2016-05-26,Albury,6.9,14.1,15.2,W,31.0,NNE,WNW,7.0,15.0,100.0,84.0,1005.0,1002.3,10.5,13.0,Yes,Yes,"(-36.0736, 146.9135)"
2016-05-27,Albury,4.8,14.0,1.2,W,35.0,SW,WSW,7.0,15.0,86.0,58.0,1008.5,1007.2,8.0,13.7,Yes,No,"(-36.0736, 146.9135)"
2016-05-28,Albury,3.8,14.4,0.0,W,31.0,SW,WSW,0.0,17.0,86.0,45.0,1008.9,1009.5,8.2,14.3,No,No,"(-36.0736, 146.9135)"
2016-05-29,Albury,0.5,14.1,0.2,W,24.0,ESE,SW,6.0,9.0,99.0,54.0,1020.0,1019.8,5.2,14.0,No,No,"(-36.0736, 146.9135)"
