Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Coordinates
2017-04-09,Albury,14.1,19.9,1.8,W,56.0,NNE,WSW,17.0,26.0,69.0,62.0,1009.3,1008.1,18.5,14.6,Yes,Yes,"(-36.0736, 146.9135)"
2017-04-10,Albury,7.8,17.4,10.8,NW,39.0,W,SSE,19.0,11.0,89.0,72.0,1010.4,1011.7,11.1,16.6,Yes,No,"(-36.0736, 146.9135)"
2017-04-11,Albury,5.9,21.3,0.2,ESE,28.0,SSE,SE,9.0,17.0,81.0,44.0,1021.7,1019.7,13.2,21.1,No,No,"(-36.0736, 146.9135)"
2017-04-12,Albury,8.1,23.9,0.0,SE,22.0,SE,NE,9.0,4.0,64.0,40.0,1025.2,1021.7,16.1,23.8,No,No,"(-36.0736, 146.9135)"
2017-04-13,Albury,8.4,24.1,0.0,WNW,20.0,SSE,NW,2.0,7.0,76.0,45.0,1024.9,1021.1,15.1,23.3,No,No,"(-36.0736, 146.9135)"
2017-04-14,Albury,7.8,24.2,0.0,WNW,31.0,SSE,W,0.0,19.0,76.0,33.0,1023.3,1019.5,15.2,23.9,No,No,"(-36.0736, 146.9135)"
2017-04-15,Albury,5.7,21.2,0.0,WNW,33.0,E,W,2.0,9.0,77.0,44.0,1021.7,1018.7,13.3,20.7,No,No,"(-36.0736, 146.9135)"
2017-04-16,Albury,6.4,21.4,0.0,SE,19.0,E,ESE,7.0,11.0,75.0,42.0,1021.6,1018.6,13.4,20.8,No,No,"(-36.0736, 146.9135)"
2017-04-17,Albury,8.6,24.8,0.0,SSE,20.0,SSE,SSE,6.0,15.0,71.0,42.0,1022.6,1019.2,14.9,24.5,No,No,"(-36.0736, 146.9135)"
2017-04-18,Albury,11.0,26.9,0.0,ENE,22.0,NE,SSE,2.0,15.0,68.0,40.0,1025.8,1023.6,18.1,25.6,No,No,"(-36.0736, 146.9135)"
2017-04-19,Albury,9.6,24.6,0.0,SE,17.0,ESE,SSE,7.0,9.0,78.0,49.0,1030.1,1026.3,16.2,24.3,No,No,"(-36.0736, 146.9135)"
2017-04-20,Albury,9.7,26.3,0.0,ENE,26.0,ESE,SE,6.0,6.0,75.0,36.0,1029.5,1024.5,16.2,24.9,No,No,"(-36.0736, 146.9135)"
2017-04-21,Albury,14.5,17.6,1.0,N,17.0,SE,NNE,9.0,11.0,95.0,89.0,1025.6,1024.7,15.0,16.5,No,Yes,"(-36.0736, 146.9135)"
2017-04-22,Albury,14.8,19.7,17.2,ENE,19.0,E,SSE,4.0,13.0,100.0,77.0,1026.2,1023.2,15.6,19.0,Yes,No,"(-36.0736, 146.9135)"
2017-04-23,Albury,11.2,23.8,0.6,SE,13.0,ENE,SE,7.0,7.0,87.0,53.0,1025.0,1021.4,15.7,22.5,No,No,"(-36.0736, 146.9135)"
2017-04-24,Albury,11.0,23.3,0.0,ESE,17.0,ENE,SE,2.0,9.0,81.0,59.0,1022.3,1016.9,15.8,22.8,No,Yes,"(-36.0736, 146.9135)"
2017-04-25,Albury,15.4,20.4,9.6,WNW,35.0,NNE,WNW,9.0,17.0,100.0,76.0,1009.5,1006.5,16.3,20.1,Yes,Yes,"(-36.0736, 146.9135)"
2017-04-26,Albury,10.0,15.7,31.2,SW,43.0,WSW,WSW,24.0,28.0,85.0,59.0,1006.9,1008.4,10.4,14.7,Yes,No,"(-36.0736, 146.9135)"
2017-04-27,Albury,2.4,16.7,0.2,SW,31.0,E,SW,4.0,17.0,71.0,41.0,1020.7,1019.2,9.6,16.2,No,No,"(-36.0736, 146.9135)"
2017-04-28,Albury,3.5,17.3,0.0,WNW,24.0,E,WNW,0.0,15.0,79.0,58.0,1025.3,1022.6,8.3,16.7,No,No,"(-36.0736, 146.9135)"
2017-04-29,Albury,6.3,19.8,0.0,W,24.0,E,WNW,6.0,9.0,100.0,64.0,1023.2,1020.7,10.0,19.0,No,No,"(-36.0736, 146.9135)"
2017-04-30,Albury,6.8,19.9,0.0,ENE,17.0,E,NNW,6.0,4.0,99.0,61.0,1023.6,1020.1,10.8,18.4,No,No,"(-36.0736, 146.9135)"
2017-05-01,Albury,7.1,19.1,0.0,WSW,17.0,NE,SSW,6.0,7.0,96.0,59.0,1018.9,1015.8,12.0,18.1,No,No,"(-36.0736, 146.9135)"
2017-05-02,Albury,9.7,16.4,0.0,WNW,41.0,W,W,20.0,24.0,81.0,42.0,1018.8,1019.3,12.6,16.0,No,No,"(-36.0736, 146.9135)"
2017-05-03,Albury,2.4,17.9,0.0,SSE,20.0,ESE,E,2.0,7.0,66.0,37.0,1029.4,1027.7,8.6,16.6,No,No,"(-36.0736, 146.9135)"
2017-05-04,Albury,3.5,18.8,0.0,ESE,17.0,S,S,2.0,6.0,72.0,46.0,1031.9,1028.5,9.5,17.9,No,No,"(-36.0736, 146.9135)"
2017-05-05,Albury,4.5,18.7,0.0,SE,19.0,ESE,SE,7.0,13.0,80.0,62.0,1030.9,1026.1,9.9,18.3,No,No,"(-36.0736, 146.9135)"
2017-05-06,Albury,6.9,21.1,0.0,WSW,43.0,ESE,NW,0.0,22.0,98.0,40.0,1023.8,1020.4,10.2,20.7,No,No,"(-36.0736, 146.9135)"
2017-05-07,Albury,4.1,16.1,0.0,WSW,35.0,W,WSW,11.0,20.0,70.0,39.0,1027.9,1026.9,9.3,15.0,No,No,"(-36.0736, 146.9135)"
2017-05-08,Albury,1.7,16.8,0.0,NNE,17.0,SSE,ESE,9.0,7.0,80.0,47.0,1030.4,1027.1,6.4,16.3,No,No,"(-36.0736, 146.9135)"
2017-05-09,Albury,2.7,18.1,0.0,ESE,15.0,SW,NNW,2.0,6.0,79.0,47.0,1029.1,1024.8,8.2,17.6,No,No,"(-36.0736, 146.9135)"
2017-05-10,Albury,3.1,19.8,0.0,W,17.0,E,SSW,2.0,4.0,76.0,51.0,1026.7,1023.3,10.3,18.5,No,No,"(-36.0736, 146.9135)"
2017-05-11,Albury,3.9,19.9,0.0,WSW,15.0,E,NW,0.0,6.0,100.0,48.0,1026.4,1023.6,7.9,19.7,No,No,"(-36.0736, 146.9135)"
2017-05-12,Albury,4.2,16.4,0.0,ESE,17.0,N,SSE,2.0,9.0,100.0,64.0,1027.2,1024.0,7.6,16.2,No,No,"(-36.0736, 146.9135)"
2017-05-13,Albury,4.6,19.4,0.0,NE,28.0,SE,SE,6.0,9.0,83.0,55.0,1024.6,1020.8,10.0,19.0,No,No,"(-36.0736, 146.9135)"
2017-05-14,Albury,7.7,18.2,0.0,SE,20.0,ESE,ESE,6.0,9.0,82.0,59.0,1022.5,1019.7,10.9,18.2,No,No,"(-36.0736, 146.9135)"
2017-05-15,Albury,4.7,19.6,0.0,ESE,17.0,WSW,ENE,4.0,7.0,90.0,50.0,1020.3,1016.9,10.0,18.9,No,No,"(-36.0736, 146.9135)"
2017-05-16,Albury,4.0,18.8,0.0,NNE,13.0,WSW,SE,0.0,6.0,79.0,54.0,1020.5,1017.6,10.1,17.4,No,No,"(-36.0736, 146.9135)"
2017-05-17,Albury,4.4,17.6,0.0,E,15.0,WSW,SE,0.0,7.0,91.0,63.0,1022.8,1020.3,9.7,16.6,No,No,"(-36.0736, 146.9135)"
2017-05-18,Albury,6.7,22.6,0.0,ESE,20.0,WSW,SE,0.0,11.0,77.0,44.0,1024.9,1021.6,11.5,21.1,No,No,"(-36.0736, 146.9135)"
2017-05-19,Albury,9.8,15.3,0.0,ENE,31.0,SSE,SE,9.0,13.0,70.0,100.0,1021.8,1018.8,14.8,13.7,No,Yes,"(-36.0736, 146.9135)"
2017-05-20,Albury,11.2,19.2,18.6,NNW,19.0,S,NNW,2.0,9.0,100.0,57.0,1018.6,1017.3,13.2,18.9,Yes,No,"(-36.0736, 146.9135)"
2017-05-21,Albury,6.8,18.4,0.2,SE,13.0,S,NNE,0.0,7.0,100.0,66.0,1022.7,1021.1,10.4,17.7,No,No,"(-36.0736, 146.9135)"
2017-05-22,Albury,5.9,17.4,0.2,NE,50.0,SW,ESE,2.0,9.0,100.0,71.0,1025.0,1021.0,9.0,17.1,No,No,"(-36.0736, 146.9135)"
2017-05-23,Albury,4.4,19.6,0.0,W,24.0,SW,ESE,0.0,11.0,100.0,71.0,1021.2,1016.6,9.9,18.0,No,Yes,"(-36.0736, 146.9135)"
2017-05-24,Albury,9.9,15.8,6.2,NW,35.0,WNW,W,19.0,19.0,84.0,72.0,1017.1,1017.5,12.5,13.9,Yes,No,"(-36.0736, 146.9135)"
2017-05-25,Albury,4.2,14.0,0.2,W,20.0,WNW,NW,0.0,11.0,100.0,76.0,1023.6,1022.0,8.8,13.5,No,No,"(-36.0736, 146.9135)"
2017-05-26,Albury,8.7,15.6,0.0,NE,15.0,NE,ESE,7.0,9.0,93.0,73.0,1024.0,1021.3,11.7,15.3,No,No,"(-36.0736, 146.9135)"
2017-05-27,Albury,6.1,17.6,0.0,ENE,19.0,ENE,NNE,6.0,11.0,94.0,63.0,1021.3,1016.4,11.4,16.5,No,Yes,"(-36.0736, 146.9135)"
2017-05-28,Albury,9.0,14.3,7.0,W,44.0,N,NNW,11.0,20.0,93.0,80.0,1010.8,1010.3,11.1,11.3,Yes,Yes,"(-36.0736, 146.9135)"
2017-05-29,Albury,2.8,12.4,7.4,WNW,31.0,WNW,NW,7.0,15.0,91.0,63.0,1021.5,1021.6,6.2,12.2,Yes,No,"(-36.0736, 146.9135)"
2017-05-30,Albury,6.0,9.4,0.4,SSW,24.0,NE,ENE,7.0,7.0,96.0,100.0,1024.4,1022.0,6.7,9.3,No,Yes,"(-36.0736, 146.9135)"
